MisconceptionId,MisconceptionName,ConstructName,SubjectName,AnswerBText,AnswerAText,QuestionText,MisconceptionB
2235,Gives the first significant figure when asked for the second,Identifying the second significant figure in a decimal number. CorrectAnswer: A. ,Significant Figures,4,5,What is the second significant figure of the number 0.04567?,Gives the first significant figure when asked for the second
2236,Does not know that co-interior angles sum to 180 degrees,Co-interior angles sum to 180 degrees. CorrectAnswer: A.,Geometry,110 degrees,70 degrees,"In the diagram below, two parallel lines are cut by a transversal. If one of the co-interior angles is 110 degrees, what is the measure of the other co-interior angle?",Does not know that co-interior angles sum to 180 degrees
2242,Converts a fraction to a decimal by placing the denominator after the decimal point,Converting fractions to decimals. CorrectAnswer: A.,Arithmetic,0.83,0.375,Convert the fraction \(\frac{3}{8}\) to a decimal.,Converts a fraction to a decimal by placing the denominator after the decimal point.
2243,Believes quartiles are at 1/4 and 3/4 through the range of the data,Quartiles,Statistics,2.5 and 7.5,3 and 8,"What are the first and third quartiles of the following data set: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10?",Believes quartiles are at 1/4 and 3/4 through the range of the data
2244,"Thinks there are 10,000g in a kilogram",Kilograms to Grams Conversion. CorrectAnswer: A. ,Unit Conversion,25000 grams,2500 grams,How many grams are in 2.5 kilograms?,"Thinks there are 10,000g in a kilogram"
2246,Answers as if there are 10 seconds in a minute when changing from seconds to minutes,Converting seconds to minutes. CorrectAnswer: A.,Time Conversion,12 minutes,2 minutes,How many minutes are there in 120 seconds?,Answers as if there are 10 seconds in a minute when changing from seconds to minutes
2247,Does not understand that a number is divisible by the factors of its factors,Divisibility Rules,Number Theory,"2, 3, 5, 6","2, 3, 4, 6","If a number is divisible by 12, which of the following must also divide the number?",Does not understand that a number is divisible by the factors of its factors.
2249,Confuses calculations for cumulative frequency and estimated total from a grouped frequency table,Cumulative Frequency vs. Estimated Total,Statistics,75,450,A grouped frequency table shows the number of books read by students in a month. The table is as follows:,Confuses calculations for cumulative frequency and estimated total from a grouped frequency table
2253,Believes the position number in a sequence does not have to be an integer,Finding terms in arithmetic sequences,Arithmetic Sequences,14.5,11.5,What is the 3.5th term in the arithmetic sequence where the first term is 2 and the common difference is 3?,Believes the position number in a sequence does not have to be an integer
2254,Removes the decimal point when asked to round a decimal to a whole number,Rounding Decimals to Whole Numbers. CorrectAnswer: A. ,Arithmetic,375,4,Round the decimal number 3.75 to the nearest whole number.,Removes the decimal point when asked to round a decimal to a whole number
2255,Believes you subtract the number caught second from the estimated population to find the number marked first when using the capture-recapture method,Capture-Recapture Method,Statistics and Probability,490,300,"A wildlife researcher uses the capture-recapture method to estimate the population of a species in a forest. In the first capture, 50 animals were marked and released. In the second capture, 60 animals were caught, and 10 of them were found to be marked. What is the estimated total population of the species in the forest?",Believes you subtract the number caught second from the estimated population to find the number marked first when using the capture-recapture method.
2257,Believes you always reduce the numerator and denominator by 1 when writing the probability for a second pick without replacement on a tree diagram,Conditional Probability without Replacement,Probability,\(\frac{4}{10}\),\(\frac{5}{11}\),"A bag contains 5 red marbles and 7 blue marbles. If you draw one marble at random and do not replace it, what is the probability of drawing a red marble on the second draw?",Believes you always reduce the numerator and denominator by 1 when writing the probability for a second pick without replacement on a tree diagram.
2258,Believes when writing a number in standard form as an ordinary number you write any digits in the base (omitting the decimal point) and do not account for the power of 10,Converting numbers from scientific notation to standard form. CorrectAnswer: A. ,Number Theory,345,"3,450,000",Write the number \( 3.45 \times 10^6 \) in standard form as an ordinary number.,Believes when writing a number in standard form as an ordinary number you write any digits in the base (omitting the decimal point) and do not account for the power of 10.
2259,Believes the mean is something divided by the sum of the categories given,Understanding the relationship between mean and sum of a set of numbers. CorrectAnswer: A.,Statistics,2,50,"If the mean of a set of numbers is 10 and there are 5 numbers in the set, what is the sum of these numbers?",Believes the mean is something divided by the sum of the categories given
2267,Chooses an incorrect point on the object when describing a 90 or 270 degree rotation,Coordinate Rotation,Geometry,"(4, -3)","(-4, 3)","If a point (3, 4) is rotated 90 degrees counterclockwise about the origin, what are the new coordinates of the point?","The student incorrectly assumes that a 90-degree counterclockwise rotation about the origin changes the coordinates from (x, y) to (y, -x) instead of (-y, x)."
2268,Thinks the x coordinate of a point on the y axis is 1,Coordinates of points on the y-axis. CorrectAnswer: A. ,Coordinate Geometry,"(1, 5)","(0, 5)",What are the coordinates of a point that lies on the y-axis and is 5 units above the origin?,Thinks the x coordinate of a point on the y axis is 1
2272,"When dividing involving a multiple of 10, gives an answer 10 times bigger than it should be ",Division involving multiples of 10. CorrectAnswer: A. ,Arithmetic,120,12,What is the result of \( 120 \div 10 \)?,"When dividing involving a multiple of 10, gives an answer 10 times bigger than it should be."
2274,"When dividing variables, thinks they subtract coefficients as well as powers",Simplifying expressions with exponents. CorrectAnswer: A. ,Algebra,\(x^2 - 2\),\(x^2\),Simplify the expression \(\frac{x^5}{x^3}\).,"When dividing variables, thinks they subtract coefficients as well as powers."
2276,Has considered the percentage rather than the percentage of the amount,Calculating the final price after a percentage discount. CorrectAnswer: A.,Arithmetic and Percentages,$30,$120,"If a store offers a 20% discount on a $150 item, what is the final price after the discount?",The student has considered the percentage rather than the percentage of the amount.
2277,"When factorising into double brackets, finds the correct values for the non variable terms but swops the plus and minus sign",Factorising Quadratic Expressions,Algebra,\( (x + 6)(x - 1) \),\( (x - 6)(x + 1) \),Factorise the quadratic expression \( x^2 - 5x - 6 \).,"When factorising into double brackets, finds the correct values for the non-variable terms but swaps the plus and minus signs."
2278,Subtracts rather than divides when answering worded problems,Division in word problems. CorrectAnswer: A.,Arithmetic,360 miles,40 miles,"If a car travels 120 miles in 3 hours, how many miles does it travel in 1 hour?",Subtracts rather than divides when answering worded problems
2281,Does not understand which months are in the Spring,Identifying the first month of Spring. CorrectAnswer: A. ,Calendar and Time,April,March,"If a school event is scheduled for the first month of Spring, which month is it likely to be held in?",Does not understand which months are in the Spring
