MisconceptionId,MisconceptionName,ConstructName,SubjectName,AnswerAText,AnswerBText,QuestionText,MisconceptionB
1647,Believes that numbers are read aloud digit by digit ,Reading and Writing Numbers in Words.,Number Sense.,Four hundred fifty-six.,Four five six.,What is the number represented by this numeral: 456?,Believes that numbers are read aloud digit by digit.
1649,Believes that all recurring decimals can be converted to a fraction by writing the digits of the decimal over 9,Converting Recurring Decimals to Fractions,Number Theory,0.3333...,0.1666...,Which of the following recurring decimals cannot be accurately converted to a fraction using the method of writing the digits of the decimal over 9?,Believes that all recurring decimals can be converted to a fraction by writing the digits of the decimal over 9.
1653,Misunderstands how to adjust proportions for different sample sizes in stratified sampling,Proportional Stratified Sampling Calculation,Statistics,40,"60, 50","In a stratified sampling method, a population of 1000 students is divided into two strata based on grade levels: juniors and seniors. If there are 600 juniors and 400 seniors, and a researcher wants to ensure that the sample size reflects the proportion of juniors and seniors in the population, how many seniors should be included in a sample of 100 students?",Misunderstands how to adjust proportions for different sample sizes in stratified sampling
1654,Believes y=f(-x) is a reflection in y=-x,Understanding reflections of functions about axes and lines,Transformations of Functions,Reflection in the y-axis,Reflection in the line y = -x,What is the transformation applied to the graph of \(y = f(x)\) to obtain the graph of \(y = f(-x)\)?,Believes y=f(-x) is a reflection in y=-x
1662,Does not know the y intercept is where the x coordinate is 0,Understanding the concept of y-intercept in linear equations,Algebra,2,"3, 6, -3",What is the y-intercept of the line represented by the equation 2x + 3y = 6?,Does not know the y intercept is where the x coordinate is 0
1665,Believes when frequencies multiply by a scale factor in a table the median also multiplies by that scale factor,Understanding the effect of scaling on central tendency measures.,Statistics,10,5,"A survey recorded the number of books read by students over the summer. The median number of books read was 5. If all the recorded numbers are doubled, what is the new median?",Believes when frequencies multiply by a scale factor in a table the median also multiplies by that scale factor.
1666,"When factorising into single brackets, factorises the first term correctly but subtracts the number outside the bracket with the second term in the expression to find the second term in the bracket",Factorisation with Common Factors,Algebra,\( 3(2x + 3) \),\( 6(x + 3) \),Factorise the expression \( 6x + 9 \).,"When factorising into single brackets, factorises the first term correctly but subtracts the number outside the bracket with the second term in the expression to find the second term in the bracket"
1672,"Confuses the order of operations, believes addition comes before multiplication ",Order of Operations (Multiplication before Addition),Arithmetic,10,14,What is the value of the expression \( 4 + 3 \times 2 \)?,"Confuses the order of operations, believes addition comes before multiplication"
1679,Uses addition instead of the associative property of multiplication,Understanding and applying the associative property of multiplication,Arithmetic,18,11,"If \(3 \times (4 + 5) = 27\), what is \(2 \times (3 + 6)\)?",Uses addition instead of the associative property of multiplication
1681,Assumes grouped data is evenly distributed within each group,Understanding Probability Distribution in Grouped Data,Statistics,It cannot be determined from the information given.,0.6,"A survey shows that in a town, 60% of the people are aged between 20 and 40. If a person is selected at random from this age group, what is the probability that they are exactly 30 years old?",Assumes grouped data is evenly distributed within each group.
1684,"When finding the difference between two marks on a scale, counts lines instead of gaps",Reading scales and understanding intervals,Measurement,2.5 cm,3 cm,"A ruler has marks every centimeter, with smaller lines dividing each centimeter into 10 parts. If you measure from the 0 mark to the 5th small line after the 2 cm mark, how many centimeters apart are these two points?","When finding the difference between two marks on a scale, counts lines instead of gaps"
1685,Confuses angle of a sector with the diameter,Understanding the relationship between angles and lengths in circles,Geometry,6 cm (This answer is incorrect based on the misconception but is not included as a choice here since it's meant to represent the correct understanding that the angle does not equal the diameter),"60 cm, 60 degrees","A circular sector has a central angle of 60 degrees. If someone confuses the angle of the sector with its diameter, which of the following could they mistakenly believe is the diameter of the circle from which the sector comes, assuming they know the actual diameter is 12 cm?",Confuses angle of a sector with the diameter
1688,Believes a line showing a constant rate of increase corresponds to a non-prism shape,Understanding of Prisms and Non-prism Shapes Based on Graph Interpretation.,Geometry and Spatial Sense.,A prism with a triangular base.,A pyramid or a cone.,A graph shows a straight line passing through the origin with a positive slope. Which statement best describes the shape that could be formed by extruding this line along its length?,Believes a line showing a constant rate of increase corresponds to a non-prism shape.
1689,Believes the largest number in a set of numbers is always their lowest common multiple,Understanding of Lowest Common Multiple (LCM),Number Theory,72,24,"What is the lowest common multiple (LCM) of the numbers 12, 18, and 24?",Believes the largest number in a set of numbers is always their lowest common multiple
